"","Pynam","pycomnam","MODCAT","GENCAT","GenSci","GenCom","ANALCAT","AnalSci","AnalCom","COLLCAT","CollSci","Collcom"
"844","ANCINUS DEPRESSUS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","ISOPOD","ISOPODA","ISOPODA","ISOPOD","ISOPODA","ISOPODA"
"845","ARCTURIDAE",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","ISOPOD","ISOPODA","ISOPODA","ISOPOD","ISOPODA","ISOPODA"
"846","MUNNA SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","ISOPOD","ISOPODA","ISOPODA","ISOPOD","ISOPODA","ISOPODA"
"847","ASELLUS SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","ISOPOD","ISOPODA","ISOPODA","ISOPOD","ISOPODA","ISOPODA"
"848","LABRIDAE","WRASSES","LDEM","FISH","FISH","FISH","LABFAM","LABRIDAE","WRASSES","LABFAM","LABRIDAE","WRASSES"
"849","LAGODON RHOMBOIDES","PINFISH","LDEM","FISH","FISH","FISH","SPAFAM","SPARIDAE","PORGIES, PINFISH","LAGRHO","LAGODON RHOMBOIDES","PINFISH"
"850","LARVACEA","LARVACEANS","PELINV","UROCHO","UROCHORDATA","UROCHORDATA","LARVAC","LARVACEANS","LARVACEANS","LARVAC","LARVACEANS","LARVACEANS"
"851","OIKOPLEURA SP",NA,"PELINV","UROCHO","UROCHORDATA","UROCHORDATA","LARVAC","LARVACEANS","LARVACEANS","LARVAC","LARVACEANS","LARVACEANS"
"852","THALIACEA",NA,"PELINV","UROCHO","UROCHORDATA","UROCHORDATA","LARVAC","LARVACEANS","LARVACEANS","LARVAC","LARVACEANS","LARVACEANS"
"853","SALPIDAE",NA,"PELINV","UROCHO","UROCHORDATA","UROCHORDATA","LARVAC","LARVACEANS","LARVACEANS","LARVAC","LARVACEANS","LARVACEANS"
"854","SALPA FUSIFORMIS",NA,"PELINV","UROCHO","UROCHORDATA","UROCHORDATA","LARVAC","LARVACEANS","LARVACEANS","LARVAC","LARVACEANS","LARVACEANS"
"855","LAVINIA","HITCHES","SDEM","FISH","FISH","FISH","OTHFIS","OTHER FISH","OTHER FISH","LAVISP","LAVINIA","HITCHES"
"856","LEIOSTOMUS XANTHURUS","SPOT","LDEM","FISH","FISH","FISH","SCIFAM","SCIAENIDAE","DRUMS","LEIXAN","LEIOSTOMUS XANTHURUS","SPOT"
"857","LEPOPHIDIUM PROFUNDORUM","FAWN CUSK-EEL","LDEM","FISH","FISH","FISH","OPHFA2","OPHIDIIDAE","CUSK-EELS","LEPPRO","LEPOPHIDIUM PROFUNDORUM","FAWN CUSK-EEL"
"858","LIMANDA FERRUGINEA","YELLOWTAIL FLOUNDER","LIMFER","FISH","FISH","FISH","PLEFAM","PLEURONECTIDAE","RIGHTEYE FLOUNDERS","LIMFER","PLEURONECTES FERRUGINUS","YELLOWTAIL FLOUNDER"
"859","LIMULUS POLYPHEMUS","HORSESHOE CRAB","BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","ARTHRO","ARTHROPODA","ARTHROPODA","LIMPOL","LIMULUS POLYPHEMUS","HORSESHOE CRAB"
"860","LIPARIS SP","SNAILFISH","SDEM","FISH","FISH","FISH","OTHFIS","OTHER FISH","OTHER FISH","LIPASP","LIPARIS SP","SNAILFISH"
"861","LIPARIS ATLANTICUS","ATLANTIC SEASNAIL","SDEM","FISH","FISH","FISH","OTHFIS","OTHER FISH","OTHER FISH","LIPATL","LIPARIS ATLANTICUS","ATLANTIC SEASNAIL"
"862","LIPARIS INQUILINUS","INQUILINE SNAILFISH","SDEM","FISH","FISH","FISH","OTHFIS","OTHER FISH","OTHER FISH","LIPINQ","LIPARIS INQUILINUS","INQUILINE SNAILFISH"
"863","LOLLIGUNCULA BREVIS","ATLANTIC BRIEF SQUID","PELINV","MOLLUS","MOLLUSCA","MOLLUSCA","CEPHAL","CEPHALOPODA","SQUIDS, OCTOPUS","LOLBRE","LOLLIGUNCULA BREVIS","ATLANTIC BRIEF SQUID"
"864","LOLIGO SP",NA,"LOLIGO","MOLLUS","MOLLUSCA","MOLLUSCA","CEPHAL","CEPHALOPODA","SQUIDS, OCTOPUS","LOLISP","LOLIGO SP","LONGFIN SQUID"
"865","LOLIGO SP BEAKS",NA,"LOLIGO","MOLLUS","MOLLUSCA","MOLLUSCA","CEPHAL","CEPHALOPODA","SQUIDS, OCTOPUS","LOLISP","LOLIGO SP","LONGFIN SQUID"
"866","LOLIGO SP GLADIUS","LOLIGO SP PEN","LOLIGO","MOLLUS","MOLLUSCA","MOLLUSCA","CEPHAL","CEPHALOPODA","SQUIDS, OCTOPUS","LOLISP","LOLIGO SP","LONGFIN SQUID"
"867","LOLIGO PEALEII","LONGFIN SQUID","LOLIGO","MOLLUS","MOLLUSCA","MOLLUSCA","CEPHAL","CEPHALOPODA","SQUIDS, OCTOPUS","LOLPEA","LOLIGO PEALEII","LONGFIN SQUID"
"868","LOPHIUS AMERICANUS","GOOSEFISH","LOPAME","FISH","FISH","FISH","LOPFAM","LOPHIIDAE","GOOSEFISHES","LOPAME","LOPHIUS AMERICANUS","GOOSEFISH"
"869","LOPHOLATILUS CHAMAELEONTICEPS","TILEFISH","LDEM","FISH","FISH","FISH","OTHFIS","OTHER FISH","OTHER FISH","LOPCHA","LOPHOLATILUS CHAMAELEONTICEPS","TILEFISH"
"870","LOPHIIDAE","GOOSEFISHES","LDEM","FISH","FISH","FISH","LOPFAM","LOPHIIDAE","GOOSEFISHES","LOPFAM","LOPHIIDAE","GOOSEFISHES"
"871","LUMPENUS LUMPRETAEFORMIS","SNAKEBLENNY","LDEM","FISH","FISH","FISH","OTHFIS","OTHER FISH","OTHER FISH","LUMLUM","LUMPENUS LUMPRETAEFORMIS","SNAKEBLENNY"
"872","LUMPENUS MACULATUS","DAUBED SHANNY","LDEM","FISH","FISH","FISH","OTHFIS","OTHER FISH","OTHER FISH","LUMMAC","LUMPENUS MACULATUS","DAUBED SHANNY"
"873","LUTJANIDAE","SNAPPERS","LDEM","FISH","FISH","FISH","LUTFAM","LUTJANIDAE","SNAPPERS","LUTFAM","LUTJANIDAE","SNAPPERS"
"874","LYCENCHELYS VERRILLI","WOLF EELPOUT","LDEM","FISH","FISH","FISH","ZOAFAM","ZOARCIDAE","EELPOUTS","LYCVER","LYCENCHELYS VERRILLI","WOLF EELPOUT"
"875","MACROZOARCES AMERICANUS","OCEAN POUT","MACAME","FISH","FISH","FISH","ZOAFAM","ZOARCIDAE","EELPOUTS","MACAME","MACROZOARCES AMERICANUS","OCEAN POUT"
"876","MACROURIDAE","GRENADIERS","LDEM","FISH","FISH","FISH","MACFAM","MACROURIDAE","GRENADIERS","MACFAM","MACROURIDAE","GRENADIERS"
"877","MACRORHAMPHOSUS SCOLOPAX","LONGSPINE SNIPEFISH","LDEM","FISH","FISH","FISH","OTHFIS","OTHER FISH","OTHER FISH","MACSCO","MACRORHAMPHOSUS SCOLOPAX","LONGSPINE SNIPEFISH"
"878","MALLOTUS VILLOSUS","CAPELIN","SPEL","FISH","FISH","FISH","MALVIL","MALLOTUS VILLOSUS","CAPELIN","MALVIL","MALLOTUS VILLOSUS","CAPELIN"
"879","MAUROLICUS WEITZMANI","WEITZMAN'S PEARLSIDES","SPEL","FISH","FISH","FISH","OTHFIS","OTHER FISH","OTHER FISH","MAUWEI","MAUROLICUS MUELLERI","MULLER'S PEARLSIDES"
"880","MELANOGRAMMUS AEGLEFINUS","HADDOCK","MELAEG","FISH","FISH","FISH","GADFAM","GADIDAE","CODFISHES","MELAEG","MELANOGRAMMUS AEGLEFINUS","HADDOCK"
"881","MELANOSTIGMA ATLANTICUM","ATLANTIC SOFT POUT","SPEL","FISH","FISH","FISH","ZOAFAM","ZOARCIDAE","EELPOUTS","MELATL","MELANOSTIGMA ATLANTICUM","ATLANTIC SOFT POUT"
"882","MENIDIA MENIDIA","ATLANTIC SILVERSIDE","SPEL","FISH","FISH","FISH","ATHFAM","ATHERINIDAE","SILVERSIDES","MENMEN","MENIDIA MENIDIA","ATLANTIC SILVERSIDE"
"883","MENTICIRRHUS SAXATILIS","NORTHERN KINGFISH","LDEM","FISH","FISH","FISH","SCIFAM","SCIAENIDAE","DRUMS","MENSAX","MENTICIRRHUS SAXATILIS","NORTHERN KINGFISH"
"884","MENTICIRRHUS SP","KINGFISH U","LDEM","FISH","FISH","FISH","SCIFAM","SCIAENIDAE","DRUMS","MENTSP","MENTICIRRHUS SP","KINGFISH U"
"885","MERLUCCIUS ALBIDUS","OFFSHORE HAKE","LDEM","FISH","FISH","FISH","GADFAM","GADIDAE","CODFISHES","MERALB","MERLUCCIUS ALBIDUS","OFFSHORE HAKE"
"886","MERLUCCIUS BILINEARIS","SILVER HAKE","MERBIL","FISH","FISH","FISH","GADFAM","GADIDAE","CODFISHES","MERBIL","MERLUCCIUS BILINEARIS","SILVER HAKE"
"887","MERLUCCIUS BILINEARIS OTOLITHS","SILVER HAKE OTOLITHS","LDEM","FISH","FISH","FISH","GADFAM","GADIDAE","CODFISHES","MERBIL","MERLUCCIUS BILINEARIS","SILVER HAKE"
"888","MICRODESMIDAE","WORMFISHES","LDEM","FISH","FISH","FISH","OTHFIS","OTHER FISH","OTHER FISH","MICFAM","MICRODESMIDAE","WORMFISHES"
"889","MICROGOBIUS SP",NA,"SDEM","FISH","FISH","FISH","GOBFAM","GOBIIDAE","GOBY","MICRS1","MICROGOBIUS SP",NA
"890","MICROPOGONIAS UNDULATUS","ATLANTIC CROAKER","LDEM","FISH","FISH","FISH","SCIFAM","SCIAENIDAE","DRUMS","MICUND","MICROPOGONIAS UNDULATUS","ATLANTIC CROAKER"
"891","POLYCHAETA TUBES","POLYCHAETE TUBES","BENINV","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"892","AMPHIPODA TUBES","AMPHIPOD TUBES","MISC","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"893","MISCELLANEOUS MATERIALS","MISCELLANEOUS MATERIALS","MISC","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"894","WOOD","NATURAL WOOD","MISC","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"895","ROCK","ROCK","MISC","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"896","SAND","SAND OR MUD","MISC","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"897","MISCELLANEOUS HUMAN TRASH","TRASH","MISC","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"898","PAPER","PAPER","MISC","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"899","DISCARDED FOOD",NA,"MISC","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"900","CITRUS RIND","CITRUS RIND","MISC","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"901","PLASTIC","PLASTIC","MISC","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"902","PLASTIC BAG",NA,"MISC","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"903","PLASTIC WRAP",NA,"MISC","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"904","CELLOPHANE","CELLOPHANE","MISC","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"905","CELLOPHANE CIGARETTE","CELLOPHANE CIGARETTE PACKAGE","MISC","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"906","FIBERGLASS",NA,"MISC","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"907","STYROFOAM","STYROFOAM","MISC","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"908","RUBBER","RUBBER","MISC","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"909","RUBBER BAND",NA,"MISC","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"910","RUBBER TUBE",NA,"MISC","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"911","STRING",NA,"MISC","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"912","MONOFILAMENT FISHING LINE","MONOFILAMENT LINE","MISC","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"913","METAL","METAL","MISC","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS","MISC","MISCELLANEOUS","MISCELLANEOUS"
"914","MOLLUSCA","MOLLUSKS","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","MOLLUS","MOLLUSCA","MOLLUSCA","MOLLUS","MOLLUSCA","MOLLUSCA"
"915","MOLLUSCA SHELL","MOLLUSK SHELL","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","MOLLUS","MOLLUSCA","MOLLUSCA","MOLLUS","MOLLUSCA","MOLLUSCA"
"916","MOLLUSCA VISCERA","MOLLUSK VISCERA","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","MOLLUS","MOLLUSCA","MOLLUSCA","MOLLUS","MOLLUSCA","MOLLUSCA"
"917","MOLLUSCA EGGS","MOLLUSK EGGS","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","MOLLUS","MOLLUSCA","MOLLUSCA","MOLLUS","MOLLUSCA","MOLLUSCA"
"918","APLACOPHORA","SOLENOGASTERS","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","MOLLUS","MOLLUSCA","MOLLUSCA","MOLLUS","MOLLUSCA","MOLLUSCA"
"919","CHAETODERMA NITIDULUM","GLISTEN-WORM SOLENOGASTER","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","MOLLUS","MOLLUSCA","MOLLUSCA","MOLLUS","MOLLUSCA","MOLLUSCA"
"920","MONACANTHUS HISPIDUS","PLANEHEAD FILEFISH","LDEM","FISH","FISH","FISH","BALFAM","BALISTIDAE","TRIGGERFISH","MONHIS","MONACANTHUS HISPIDUS","PLANEHEAD FILEFISH"
"921","MORONE AMERICANA","WHITE PERCH","LDEM","FISH","FISH","FISH","PERFAM","PERCICHTHYIDAE","TEMPERATE BASSES","MORAME","MORONE AMERICANA","WHITE PERCH"
"922","MORONE SAXATILIS","STRIPED BASS","LDEM","FISH","FISH","FISH","PERFAM","PERCICHTHYIDAE","TEMPERATE BASSES","MORSAX","MORONE SAXATILIS","STRIPED BASS"
"923","MUGIL CUREMA","WHITE MULLET","LPEL","FISH","FISH","FISH","MUGFAM","MUGILIDAE","MULLETS","MUGCUR","MUGIL CUREMA","WHITE MULLET"
"924","MUGILIDAE","MULLETS","LPEL","FISH","FISH","FISH","MUGFAM","MUGILIDAE","MULLETS","MUGFAM","MUGILIDAE","MULLETS"
"925","MURAENIDAE","MORAYS","LDEM","FISH","FISH","FISH","ANGORD","ANGUILLIFORMES","EELS","MURFAM","MURAENIDAE","MORAYS"
"926","MUSTELUS CANIS","SMOOTH DOGFISH","LDEM","FISH","FISH","FISH","SHARK","SHARK","SHARK","MUSCAN","MUSTELUS CANIS","SMOOTH DOGFISH"
"927","MYCTOPHIDAE","LANTERNFISHES","SPEL","FISH","FISH","FISH","MYCFAM","MYCTOPHIDAE","LANTERNFISHES","MYCFAM","MYCTOPHIDAE","LANTERNFISHES"
"928","MYOXOCEPHALUS AENAEUS","GRUBBY","LDEM","FISH","FISH","FISH","COTFAM","COTTIDAE","SCULPINS","MYOAEN","MYOXOCEPHALUS AENAEUS","GRUBBY"
"929","MYOXOCEPHALUS OCTODECEMSPINOSUS EGGS","LONGHORN SCULPIN EGGS","FISEGG","FISH","FISH","FISH","COTFAM","COTTIDAE","SCULPINS","MYOOC1","MYOXOCEPHALUS OCTODECEMSPINOSUS EGGS","LONGHORN SCULPIN"
"930","MYOXOCEPHALUS OCTODECEMSPINOSUS","LONGHORN SCULPIN","MYOOCT","FISH","FISH","FISH","COTFAM","COTTIDAE","SCULPINS","MYOOCT","MYOXOCEPHALUS OCTODECEMSPINOSUS","LONGHORN SCULPIN"
"931","MYOXOCEPHALUS SCORPIUS","SHORTHORN SCULPIN","LDEM","FISH","FISH","FISH","COTFAM","COTTIDAE","SCULPINS","MYOSCO","MYOXOCEPHALUS SCORPIUS","SHORTHORN SCULPIN"
"932","MYOXOCEPHALUS SP",NA,"LDEM","FISH","FISH","FISH","COTFAM","COTTIDAE","SCULPINS","MYOXSP","MYOXOCEPHALUS SP","SCULPIN - GENUS"
"933","MYRICHTHYS OCELLATUS","GOLDSPOTTED EEL","LDEM","FISH","FISH","FISH","ANGORD","ANGUILLIFORMES","EELS","MYROCE","MYRICHTHYS OCELLATUS","GOLDSPOTTED EEL"
"934","MYSIDACEA","MYSIDS","PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","MYSIDA","MYSIDACEA","MYSIDACEA","MYSIDA","MYSIDACEA","MYSIDACEA"
"935","MYSIDACEA LARVAE",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","MYSIDA","MYSIDACEA","MYSIDACEA","MYSIDA","MYSIDACEA","MYSIDACEA"
"936","MYSIDAE",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","MYSIDA","MYSIDACEA","MYSIDACEA","MYSIDA","MYSIDACEA","MYSIDACEA"
"937","AMBLYOPS ABBREVIATA",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","MYSIDA","MYSIDACEA","MYSIDACEA","MYSIDA","MYSIDACEA","MYSIDACEA"
"938","ERYTHROPS SP",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","MYSIDA","MYSIDACEA","MYSIDACEA","MYSIDA","MYSIDACEA","MYSIDACEA"
"939","ERYTHROPS ERYTHROPHTHALMA",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","MYSIDA","MYSIDACEA","MYSIDACEA","MYSIDA","MYSIDACEA","MYSIDACEA"
"940","HETEROMYSIS FORMOSA",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","MYSIDA","MYSIDACEA","MYSIDACEA","MYSIDA","MYSIDACEA","MYSIDACEA"
"941","MYSIDOPSIS SP",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","MYSIDA","MYSIDACEA","MYSIDACEA","MYSIDA","MYSIDACEA","MYSIDACEA"
"942","MYSIDOPSIS BIGELOWI",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","MYSIDA","MYSIDACEA","MYSIDACEA","MYSIDA","MYSIDACEA","MYSIDACEA"
"943","MYSIS SP",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","MYSIDA","MYSIDACEA","MYSIDACEA","MYSIDA","MYSIDACEA","MYSIDACEA"
"944","MYSIS MIXTA",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","MYSIDA","MYSIDACEA","MYSIDACEA","MYSIDA","MYSIDACEA","MYSIDACEA"
"945","NEOMYSIS AMERICANA",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","MYSIDA","MYSIDACEA","MYSIDACEA","MYSIDA","MYSIDACEA","MYSIDACEA"
"946","PRAUNUS FLEXUOSUS",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","MYSIDA","MYSIDACEA","MYSIDACEA","MYSIDA","MYSIDACEA","MYSIDACEA"
"947","PSEUDOMMA SP",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","MYSIDA","MYSIDACEA","MYSIDACEA","MYSIDA","MYSIDACEA","MYSIDACEA"
"948","PSEUDOMMA AFFINE",NA,"PELINV","ARTHRO","ARTHROPODA","ARTHROPODA","MYSIDA","MYSIDACEA","MYSIDACEA","MYSIDA","MYSIDACEA","MYSIDACEA"
"949","MYXINIDAE","HAGFISHES","LDEM","FISH","FISH","FISH","MYXFAM","MYXINIDAE","HAGFISHES","MYXFAM","MYXINIDAE","HAGFISHES"
"950","MYXINE GLUTINOSA","ATLANTIC HAGFISH","LDEM","FISH","FISH","FISH","MYXFAM","MYXINIDAE","HAGFISHES","MYXGLU","MYXINE GLUTINOSA","ATLANTIC HAGFISH"
"951","NAUCRATES DUCTOR","PILOTFISH","LPEL","FISH","FISH","FISH","CARFAM","CARANGIDAE","JACKS","NAUDUC","NAUCRATES DUCTOR","PILOTFISH"
"952","NEMATODA","ROUND WORMS","BENINV","WORMS","WORMS","WORMS","NEMATO","NEMATODA","NEMATODA","NEMATO","NEMATODA","NEMATODA"
"953","NEMICHTHYS SCOLOPACEUS","SLENDER SNIPE EEL","LPEL","FISH","FISH","FISH","ANGORD","ANGUILLIFORMES","EELS","NEMSCO","NEMICHTHYS SCOLOPACEUS","SLENDER SNIPE EEL"
"954","OCTOPODA","OCTOPODS","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","CEPHAL","CEPHALOPODA","SQUIDS, OCTOPUS","OCTOPO","OCTOPODA","OCTOPODA"
"955","OCTOPODA BEAKS","OCTOPOD BEAKS","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","CEPHAL","CEPHALOPODA","SQUIDS, OCTOPUS","OCTOPO","OCTOPODA","OCTOPODA"
"956","BATHYPOLYPUS ARCTICUS","SPOONARM OCTOPUS","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","CEPHAL","CEPHALOPODA","SQUIDS, OCTOPUS","OCTOPO","OCTOPODA","OCTOPODA"
"957","OCTOPUS VULGARIS","COMMON OCTOPUS","BENINV","MOLLUS","MOLLUSCA","MOLLUSCA","CEPHAL","CEPHALOPODA","SQUIDS, OCTOPUS","OCTOPO","OCTOPODA","OCTOPODA"
"958","ODONTASPIS TAURUS","SAND TIGER","LDEM","FISH","FISH","FISH","SHARK","SHARK","SHARK","ODOTAU","ODONTASPIS TAURIS","SAND TIGER"
"959","OLIGOCHAETA","OLIGOCHAETS","BENINV","ANNELI","ANNELIDA","ANNELIDA","ANNELI","ANNELIDA","ANNELIDA","OLIGOC","OLIGOCHAETA","EARTHWORMS"
"960","ENCHYTRAEIDAE",NA,"BENINV","ANNELI","ANNELIDA","ANNELIDA","ANNELI","ANNELIDA","ANNELIDA","OLIGOC","OLIGOCHAETA","EARTHWORMS"
"961","OMMASTREPHIDAE BEAK",NA,"PELINV","MOLLUS","MOLLUSCA","MOLLUSCA","CEPHAL","CEPHALOPODA","SQUIDS, OCTOPUS","OMMBEA","OMMASTREPHIDAE BEAK",NA
"962","OPHICHTHUS CRUENTIFER","MARGINED SNAKE EEL","LDEM","FISH","FISH","FISH","ANGORD","ANGUILLIFORMES","EELS","OPHCRU","OPHICHTHUS CRUENTIFER","MARGINED SNAKE EEL"
"963","OPHICHTHIDAE","SNAKE EELS","LDEM","FISH","FISH","FISH","ANGORD","ANGUILLIFORMES","EELS","OPHFA1","OPHICHTHIDAE","SNAKE EELS"
"964","OPHIDIIDAE","CUSK-EELS","LDEM","FISH","FISH","FISH","OPHFA2","OPHIDIIDAE","CUSK-EELS","OPHFA2","OPHIDIIDAE","CUSK-EELS"
"965","OPHIDION GRAYI","BLOTCHED CUSK-EEL","LDEM","FISH","FISH","FISH","OPHFA2","OPHIDIIDAE","CUSK-EELS","OPHGRA","OPHIDION GRAYI","BLOTCHED CUSK-EEL"
"966","OPHIDION HOLBROOKI","BANK CUSK-EEL","LDEM","FISH","FISH","FISH","OPHFA2","OPHIDIIDAE","CUSK-EELS","OPHHOL","OPHIDION HOLBROOKI","BANK CUSK-EEL"
"967","OPHIUROIDEA","BRITTLE STARS AND BASKET STARS","BENINV","ECHINO","ECHINODERMATA","ECHINODERMATA","OPHIU1","OPHIUROIDEA","BRITTLE STARS","OPHIU1","OPHIUROIDEA","BRITTLE STARS"
"968","GORGONOCEPHALUS SP",NA,"BENINV","ECHINO","ECHINODERMATA","ECHINODERMATA","OPHIU1","OPHIUROIDEA","BRITTLE STARS","OPHIU1","OPHIUROIDEA","BRITTLE STARS"
"969","EURYALE SP",NA,"BENINV","ECHINO","ECHINODERMATA","ECHINODERMATA","OPHIU1","OPHIUROIDEA","BRITTLE STARS","OPHIU1","OPHIUROIDEA","BRITTLE STARS"
"970","OPHIURIDA",NA,"BENINV","ECHINO","ECHINODERMATA","ECHINODERMATA","OPHIU1","OPHIUROIDEA","BRITTLE STARS","OPHIU1","OPHIUROIDEA","BRITTLE STARS"
"971","AMPHIURIDAE",NA,"BENINV","ECHINO","ECHINODERMATA","ECHINODERMATA","OPHIU1","OPHIUROIDEA","BRITTLE STARS","OPHIU1","OPHIUROIDEA","BRITTLE STARS"
"972","AMPHILIMNA OLIVACEA",NA,"BENINV","ECHINO","ECHINODERMATA","ECHINODERMATA","OPHIU1","OPHIUROIDEA","BRITTLE STARS","OPHIU1","OPHIUROIDEA","BRITTLE STARS"
"973","AMPHIODIA SP",NA,"BENINV","ECHINO","ECHINODERMATA","ECHINODERMATA","OPHIU1","OPHIUROIDEA","BRITTLE STARS","OPHIU1","OPHIUROIDEA","BRITTLE STARS"
"974","AMPHIOPLUS SP",NA,"BENINV","ECHINO","ECHINODERMATA","ECHINODERMATA","OPHIU1","OPHIUROIDEA","BRITTLE STARS","OPHIU1","OPHIUROIDEA","BRITTLE STARS"
"975","AMPHIOPLUS ABDITA",NA,"BENINV","ECHINO","ECHINODERMATA","ECHINODERMATA","OPHIU1","OPHIUROIDEA","BRITTLE STARS","OPHIU1","OPHIUROIDEA","BRITTLE STARS"
"976","AMPHIPHOLIS SP",NA,"BENINV","ECHINO","ECHINODERMATA","ECHINODERMATA","OPHIU1","OPHIUROIDEA","BRITTLE STARS","OPHIU1","OPHIUROIDEA","BRITTLE STARS"
"977","AMPHIURA SP",NA,"BENINV","ECHINO","ECHINODERMATA","ECHINODERMATA","OPHIU1","OPHIUROIDEA","BRITTLE STARS","OPHIU1","OPHIUROIDEA","BRITTLE STARS"
